api_well_number,county_code,api_hole_number,sidetrack,completion,well_name,company_name,operator_number,well_type,map_symbol,well_status,status_date,permit_application_date,permit_issued_date,date_spudded,date_of_total_depth,date_well_completed,date_well_plugged,date_well_confidentiality_ends,confidentiality_code,town,quad,quad_section,producing_field,producing_formation,financial_security,slant,county,region,state_lease,"proposed_depth,_ft",surface_longitude,surface_latitude,bottom_hole_longitude,bottom_hole_latitude,"true_vertical_depth,_ft","measured_depth,_ft","kickoff,_ft","drilled_depth,_ft","elevation,_ft",original_well_type,permit_fee,objective_formation,depth_fee,spacing,spacing_acres,integration,hearing_date,date_last_modified,dec_database_link,location_1
31003605130000,3,60513,0,0,Oconnor 42,,9998,OD,OW,UL,03/22/2019,,,,,,,,Pre-1989 Well (N/A),Genesee,Bolivar,D,Richburg,Richburg,False,Vertical,Allegany,9.0,,,-78.24126699999998,42.051583,-78.24126699999998,42.051583,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003605130000,"(42.051583, -78.241267)"
31003720410000,3,72041,0,0,Barnes A 23,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),,Bolivar,D,Richburg,,False,Vertical,,9.0,,0.0,-78.23186,42.07503,-78.23186,42.07503,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003720410000,"(42.07503, -78.23186)"
31003704140000,3,70414,0,0,Root K 8,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,E,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.074478,42.058899,-78.074478,42.058899,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003704140000,"(42.058899, -78.074478)"
31003716850000,3,71685,0,0,Fisher J 7,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Alma,Allentown,E,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.05984499999998,42.06678,-78.05984499999998,42.06678,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003716850000,"(42.06678, -78.059845)"
31003674970000,3,67497,0,0,Sloan 29,Sturdevant Walter B.,1483,OD,OW,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,E,Richburg,Richburg,False,Vertical,Allegany,9.0,,1185.0,-78.07893099999998,42.077493,-78.07893099999998,42.077493,1185.0,1185.0,0.0,1185.0,1980.0,OD,0.0,Richburg,0.0,,,,,02/23/2022 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003674970000,"(42.077493, -78.078931)"
31003610660000,3,61066,0,0,Tullar 11,Moose Oil Co.,160,OD,OW,UL,10/08/2013,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,G,Richburg,Waugh & Porter,False,Vertical,Allegany,9.0,,0.0,-78.107725,42.030633,-78.107725,42.030633,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,03/01/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003610660000,"(42.030633, -78.107725)"
31003606280000,3,60628,0,0,Point Oil U8,,9998,OD,OW,UL,,,,,,,,,Pre-1989 Well (N/A),Alma,Allentown,H,Richburg,Richburg,True,Vertical,Allegany,9.0,,,-78.04909,42.01576,-78.04909,42.01576,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,07/14/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003606280000,"(42.01576, -78.04909)"
31003709270000,3,70927,0,0,Jakima S 60,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Wirt,Bolivar,C,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.14593499999998,42.093235,-78.14593499999998,42.093235,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003709270000,"(42.093235, -78.145935)"
31003713720000,3,71372,0,0,DF 35,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,G,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.122528,42.036701,-78.122528,42.036701,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003713720000,"(42.036701, -78.122528)"
31003721290000,3,72129,0,0,Barnes A 111,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),,Bolivar,D,Richburg,,False,Vertical,,9.0,,0.0,-78.2382,42.07418,-78.2382,42.07418,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003721290000,"(42.07418, -78.2382)"
31003699020000,3,69902,0,0,Holton 1056(G),Central Oil Co.,9677,OD,OW,UL,06/04/2018,,,,,,06/04/2018,,Pre-1989 Well (N/A),Scio,Allentown,B,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.04546999999998,42.09887,-78.04546999999998,42.09887,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,07/31/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003699020000,"(42.09887, -78.04547)"
31003713940000,3,71394,0,0,DF 57,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,I,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.126427,42.038898,-78.126427,42.038898,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003713940000,"(42.038898, -78.126427)"
31003703170000,3,70317,0,0,Dunn P 44,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.153931,42.058823,-78.153931,42.058823,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003703170000,"(42.058823, -78.153931)"
31003679710000,3,67971,0,0,J&R Oil Lot 8 w8,Sturdevant Walter B.,1483,IW,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,B,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.07423,42.08615,-78.07423,42.08615,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,02/23/2022 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003679710000,"(42.08615, -78.07423)"
31003622520000,3,62252,0,0,McCarthy 6,Moose Oil Co.,160,OD,OW,UL,10/27/2013,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,G,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.11358099999998,42.022345,-78.11358099999998,42.022345,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,03/01/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003622520000,"(42.022345, -78.113581)"
31003701110000,3,70111,0,0,PYR 112,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,B,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.17956499999998,42.084812,-78.17956499999998,42.084812,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003701110000,"(42.084812, -78.179565)"
31003712320000,3,71232,0,0,PFG 83,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.13545999999998,42.073055,-78.13545999999998,42.073055,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003712320000,"(42.073055, -78.13546)"
31009138290000,9,13829,0,0,Nichols Run Ho-304,BDH Oil Inc.,1668,OD,OW,UL,10/04/2019,12/27/1978,01/05/1979,08/30/1979,09/07/1979,09/07/1979,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,"Chipmunk, Bradford 1st & 2nd",True,Vertical,Cattaraugus,9.0,,0.0,-78.5571,42.02143,-78.5571,42.02143,1590.0,1590.0,0.0,1590.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009138290000,"(42.02143, -78.5571)"
31003710510000,3,71051,0,0,Crockett D 64,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Wirt,Bolivar,B,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.175697,42.090199,-78.175697,42.090199,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003710510000,"(42.090199, -78.175697)"
31003713170000,3,71317,0,0,OR 47,,9998,NL,O,UL,10/23/2019,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,D,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.09317299999998,42.066621,-78.09317299999998,42.066621,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003713170000,"(42.066621, -78.093173)"
31003701900000,3,70190,0,0,Arbogast J 41,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.149399,42.069984,-78.149399,42.069984,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003701900000,"(42.069984, -78.149399)"
31003719170000,3,71917,0,0,Crockett D 67,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Wirt,Bolivar,B,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.174194,42.085476,-78.174194,42.085476,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003719170000,"(42.085476, -78.174194)"
31003679510000,3,67951,0,0,J&R Oil Lot 8 108,Sturdevant Walter B.,1483,OD,OW,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,E,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.07806999999998,42.08212,-78.07806999999998,42.08212,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,02/23/2022 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003679510000,"(42.08212, -78.07807)"
31003701820000,3,70182,0,0,Arbogast J 33,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.14902499999998,42.075848,-78.14902499999998,42.075848,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003701820000,"(42.075848, -78.149025)"
31003718970000,3,71897,0,0,Reiman L 100,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Wirt,Bolivar,C,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.15239699999998,42.093761,-78.15239699999998,42.093761,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003718970000,"(42.093761, -78.152397)"
31003702350000,3,70235,0,0,Arbogast J 86,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.15103899999998,42.073849,-78.15103899999998,42.073849,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003702350000,"(42.073849, -78.151039)"
31003719980000,3,71998,0,0,Kling R 57,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),,Allentown,B,Richburg,,False,Vertical,,9.0,,0.0,-78.04629,42.10316,-78.04629,42.10316,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003719980000,"(42.10316, -78.04629)"
31009083170000,9,8317,0,0,Lutgen John R 1,Lutgen John R.,1826,GW,GW,UL,08/23/2017,,,03/01/1968,09/01/1970,09/01/1970,,,Pre-1989 Well (N/A),Ellicottville,Ashford,D,Bryant Hill Creek,Bradford & Chipmunk,False,Vertical,Cattaraugus,9.0,,0.0,-78.60584,42.30562,-78.60584,42.30562,1630.0,1630.0,0.0,1630.0,1897.0,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009083170000,"(42.30562, -78.60584)"
31003605180000,3,60518,0,0,Oconnor 47,,9998,OD,OW,UL,03/22/2019,,,,,,,,Pre-1989 Well (N/A),Genesee,Bolivar,D,Richburg,Richburg,False,Vertical,Allegany,9.0,,,-78.243691,42.052315,-78.243691,42.052315,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003605180000,"(42.052315, -78.243691)"
31003675020000,3,67502,0,0,Sloan 34,Sturdevant Walter B.,1483,OD,OW,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,E,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.079042,42.077001,-78.079042,42.077001,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,02/23/2022 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003675020000,"(42.077001, -78.079042)"
31003702460000,3,70246,0,0,Arbogast J 97,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.151459,42.071701,-78.151459,42.071701,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003702460000,"(42.071701, -78.151459)"
31003712530000,3,71253,0,0,PFG 104,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.138153,42.073994,-78.138153,42.073994,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003712530000,"(42.073994, -78.138153)"
31003719810000,3,71981,0,0,Kling R 40,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),,Allentown,B,Richburg,,False,Vertical,,9.0,,0.0,-78.04766999999998,42.10183,-78.04766999999998,42.10183,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003719810000,"(42.10183, -78.04767)"
31003694270000,3,69427,0,0,Ballard 109,Pennzoil Products Co.,29,IW,O,UL,08/23/2017,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,E,,,False,Vertical,Allegany,9.0,,0.0,-78.18724,42.08254,-78.18724,42.08254,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003694270000,"(42.08254, -78.18724)"
31003720940000,3,72094,0,0,Barnes A 76,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),,Bolivar,D,Richburg,,False,Vertical,,9.0,,0.0,-78.23541,42.07459,-78.23541,42.07459,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003720940000,"(42.07459, -78.23541)"
31009104620000,9,10462,0,0,Nichols Run Hw-212,BDH Oil Inc.,1668,IW,O,UL,03/21/2019,01/22/1972,01/25/1974,02/04/1974,03/13/1974,03/13/1974,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,True,Vertical,Cattaraugus,9.0,,0.0,-78.57997,42.01713,-78.57997,42.01713,1297.0,1297.0,0.0,1297.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009104620000,"(42.01713, -78.57997)"
31003701060000,3,70106,0,0,PYR 107,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,E,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.17939,42.082592,-78.17939,42.082592,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003701060000,"(42.082592, -78.17939)"
31003680080000,3,68008,0,0,J&R Oil Lot 8 0120a,Sturdevant Walter B.,1483,OD,OW,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,E,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.07984999999998,42.08018,-78.07984999999998,42.08018,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,02/23/2022 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003680080000,"(42.08018, -78.07985)"
31003679980000,3,67998,0,0,J&R Oil Lot 8 95,Sturdevant Walter B.,1483,OD,OW,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,E,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.07644,42.08046,-78.07644,42.08046,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,02/23/2022 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003679980000,"(42.08046, -78.07644)"
31009110840000,9,11084,0,0,Loop 13,P.M.Oil,263,OD,OW,UN,08/23/2017,09/18/1974,09/18/1974,09/19/1974,10/20/1974,10/20/1974,,,Pre-1989 Well (N/A),Olean,Olean,H,Bradford,Bradford,True,Vertical,Cattaraugus,9.0,,0.0,-78.4569,42.00342,-78.4569,42.00342,1614.0,1614.0,0.0,1614.0,2000.0,NL,0.0,,0.0,,,,,01/24/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009110840000,"(42.00342, -78.4569)"
31003721040000,3,72104,0,0,Barnes A 86,,9998,NL,O,UL,,,,,,,,,Pre-1989 Well (N/A),,Bolivar,D,Richburg,,False,Vertical,,9.0,,0.0,-78.23355999999998,42.07743,-78.23355999999998,42.07743,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,04/08/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003721040000,"(42.07743, -78.23356)"
31003712680000,3,71268,0,0,PFG 119,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.13961,42.073997,-78.13961,42.073997,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003712680000,"(42.073997, -78.13961)"
31003693780000,3,69378,0,0,Ballard 129,Pennzoil Products Co.,29,OD,OW,UL,08/23/2017,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,B,,,False,Vertical,Allegany,9.0,,0.0,-78.18421999999998,42.08413,-78.18421999999998,42.08413,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003693780000,"(42.08413, -78.18422)"
31009049130000,9,4913,0,0,Boyd Young 101,Farmers Oil & Gas Inc.,111,OD,OW,UN,08/23/2017,,,01/08/1966,05/20/1966,05/20/1966,,,Pre-1989 Well (N/A),Cold Spring,Steamburg,E,Hotchkiss Hollow,Glade,False,Vertical,Cattaraugus,9.0,,0.0,-78.92242,42.06345,-78.92242,42.06345,610.0,610.0,0.0,610.0,1400.0,NL,0.0,,0.0,,,,,01/24/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009049130000,"(42.06345, -78.92242)"
31003702780000,3,70278,0,0,Dunn P 5,,9998,NL,O,UL,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.15190099999998,42.060089,-78.15190099999998,42.060089,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/27/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003702780000,"(42.060089, -78.151901)"
31003674890000,3,67489,0,0,Sloan 14,Sturdevant Walter B.,1483,OD,OW,UL,04/19/2022,,,,,,,,Pre-1989 Well (N/A),Bolivar,,,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.07513,42.07745,-78.07513,42.07745,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,04/27/2022 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003674890000,"(42.07745, -78.07513)"
31003705420000,3,70542,0,0,Szathmary D 35,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,E,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.076347,42.074287,-78.076347,42.074287,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003705420000,"(42.074287, -78.076347)"
31009019370000,9,1937,0,0,Jaques Delose 1,,9998,GD,GW,UN,,,,,,,,,Pre-1989 Well (N/A),Perrysburg,Farnham,I,Lakeshore,Medina,False,Vertical,Cattaraugus,9.0,,0.0,-79.01684,42.50996,-79.01684,42.50996,0.0,0.0,0.0,0.0,855.0,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009019370000,"(42.50996, -79.01684)"
31003679010000,3,67901,0,0,J&R Oil Lot 8 28,Sturdevant Walter B.,1483,OD,OW,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,B,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.07469,42.08578,-78.07469,42.08578,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,02/23/2022 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003679010000,"(42.08578, -78.07469)"
31003703500000,3,70350,0,0,Dunn P 77,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.15574599999998,42.057823,-78.15574599999998,42.057823,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003703500000,"(42.057823, -78.155746)"
31003719490000,3,71949,0,0,Kling R 8,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),,Allentown,B,Richburg,,False,Vertical,,9.0,,0.0,-78.04248,42.10092,-78.04248,42.10092,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003719490000,"(42.10092, -78.04248)"
31003679360000,3,67936,0,0,J&R Oil Lot 8 76,Sturdevant Walter B.,1483,OD,OW,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,B,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.07966999999998,42.0844,-78.07966999999998,42.0844,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,02/23/2022 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003679360000,"(42.0844, -78.07967)"
31003714580000,3,71458,0,0,PPP 2,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Genesee,Bolivar,D,Richburg,,False,Vertical,Allegany,9.0,,0.0,-78.2136,42.079952,-78.2136,42.079952,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003714580000,"(42.079952, -78.2136)"
31003679340000,3,67934,0,0,J&R Oil Lot 8 74,Sturdevant Walter B.,1483,OD,OW,UN,,,,,,,,,Pre-1989 Well (N/A),Bolivar,Allentown,E,Richburg,Richburg,False,Vertical,Allegany,9.0,,0.0,-78.07792,42.07972,-78.07792,42.07972,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,02/23/2022 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003679340000,"(42.07972, -78.07792)"
31009019270000,9,1927,0,0,Nenno Frank 2,,9998,NL,O,UL,,,,,,,,,Pre-1989 Well (N/A),Dayton,Perrysburg,F,,,False,Vertical,Cattaraugus,9.0,,0.0,-79.01723,42.43452,-79.01723,42.43452,0.0,0.0,0.0,0.0,1525.0,NL,0.0,,0.0,,,,,08/03/2020 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009019270000,"(42.43452, -79.01723)"
